candidate,recipe,vocab_size,category,documents,chars,utf8_bytes,characters_per_token,bytes_per_token,exact_round_trip_rate,unknown_token_count,byte_fallback_tokens,fallback_byte_token_utilization,average_piece_length,longest_piece_chars,token_count_p50,token_count_p90,token_count_p99,tokens_per_document,tokens_per_episode,context_chars_512,context_chars_1024,context_chars_2048,context_chars_4096
j-reversible-sp-unigram-8k,J,8000,technical_ja,1,27,43,1.08,1.72,1.0,0,0,0.0,1.08,2,25,25,25,25.0,25.0,552.96,1105.92,2211.84,4423.68
j-reversible-sp-unigram-8k,J,8000,unicode_edge,14,70,137,0.6862745098039216,1.3431372549019607,1.0,0,45,0.4411764705882353,2.9197595704948647,6,7.5,11.400000000000002,16.349999999999994,7.285714285714286,7.285714285714286,351.37254901960785,702.7450980392157,1405.4901960784314,2810.9803921568628
j-reversible-sp-unigram-8k,J,8000,web_novel,26,148548,395051,1.3987307207020583,3.719807536581232,1.0,0,134,0.0012617464831170787,1.5593927672564627,16,3719.5,8275.5,12067.75,4084.6923076923076,4084.6923076923076,716.1501289994538,1432.3002579989077,2864.6005159978154,5729.201031995631
j-reversible-sp-unigram-8k,J,8000,whitespace,2,34,46,1.0625,1.4375,1.0,0,1,0.03125,1.6818181818181819,8,16.0,20.0,20.9,16.0,16.0,544.0,1088.0,2176.0,4352.0
j-reversible-sp-unigram-16k,J,16000,aa,97,468268,1303346,2.1320475520527427,5.934199323416791,1.0,0,377,0.0017164997973892811,2.329755321821816,16,1800,3208.0,13089.399999999983,2264.257731958763,2264.257731958763,1091.6083466510042,2183.2166933020085,4366.433386604017,8732.866773208034
j-reversible-sp-unigram-16k,J,16000,aozora_kyu_kyu,15,98589,283524,1.7586963502087125,5.057690249384566,1.0,0,564,0.010061008241464197,1.9756519893673639,16,1623,8911.2,13771.119999999997,3737.2,3737.2,900.4525313068608,1800.9050626137216,3601.810125227443,7203.620250454886
j-reversible-sp-unigram-16k,J,16000,aozora_shin_kyu,51,363135,1049668,1.781986544378524,5.150961080768079,1.0,0,1893,0.009289384191853019,2.0182609993584935,16,2395,7181,33390.5,3995.705882352941,3995.705882352941,912.3771107218043,1824.7542214436087,3649.5084428872174,7299.016885774435
j-reversible-sp-unigram-16k,J,16000,aozora_shin_shin,37,500000,1454404,1.893186422066981,5.506915809999811,1.0,0,1481,0.005607618182162397,2.0666169510508525,16,2817,11762.399999999998,54415.32000000001,7137.972972972973,7137.972972972973,969.3114480982942,1938.6228961965885,3877.245792393177,7754.491584786354
j-reversible-sp-unigram-16k,J,16000,code,1,36,36,1.125,1.125,1.0,0,0,0.0,1.15625,2,32,32,32,32.0,32.0,576.0,1152.0,2304.0,4608.0
j-reversible-sp-unigram-16k,J,16000,english,1,44,44,1.1,1.1,1.0,0,0,0.0,1.1,4,40,40,40,40.0,40.0,563.2,1126.4,2252.8,4505.6
j-reversible-sp-unigram-16k,J,16000,gyaru,13,211,547,0.8828451882845189,2.288702928870293,1.0,0,97,0.40585774058577406,2.6572865242626516,6,14,28.8,35.16,18.384615384615383,18.384615384615383,452.01673640167365,904.0334728033473,1808.0669456066946,3616.1338912133892
j-reversible-sp-unigram-16k,J,16000,historical_kana,1,11,33,1.5714285714285714,4.714285714285714,1.0,0,0,0.0,1.5714285714285714,4,7,7,7,7.0,7.0,804.5714285714286,1609.142857142857,3218.285714285714,6436.571428571428
j-reversible-sp-unigram-16k,J,16000,kakikudashi,690,7344,22032,1.0825471698113207,3.2476415094339623,1.0,0,783,0.11541863207547169,1.6569024281357705,6,10.0,13.0,16.110000000000014,9.831884057971015,9.831884057971015,554.2641509433962,1108.5283018867924,2217.056603773585,4434.11320754717
j-reversible-sp-unigram-16k,J,16000,kanbun,690,4292,12876,0.9041499894670318,2.7124499684010956,1.0,0,801,0.16873815041078577,1.6703730810252548,6,7.0,9.0,11.0,6.879710144927536,6.879710144927536,462.9247946071203,925.8495892142406,1851.6991784284812,3703.3983568569624
j-reversible-sp-unigram-16k,J,16000,modern_ja,1,11,33,2.75,8.25,1.0,0,0,0.0,2.75,4,4,4,4,4.0,4.0,1408.0,2816.0,5632.0,11264.0
j-reversible-sp-unigram-16k,J,16000,old_orthography,1,13,39,1.8571428571428572,5.571428571428571,1.0,0,0,0.0,1.8571428571428572,4,7,7,7,7.0,7.0,950.8571428571429,1901.7142857142858,3803.4285714285716,7606.857142857143
j-reversible-sp-unigram-16k,J,16000,ruby_rendered,2,25,75,1.1904761904761905,3.5714285714285716,1.0,0,0,0.0,1.1954545454545453,3,10.5,10.9,10.99,10.5,10.5,609.5238095238095,1219.047619047619,2438.095238095238,4876.190476190476
j-reversible-sp-unigram-16k,J,16000,technical,2,34542,54848,1.2869118140158713,2.043441004433516,1.0,0,251,0.009351365448381208,1.4390106513822007,16,13420.5,16316.900000000001,16968.59,13420.5,13420.5,658.8988487761261,1317.7976975522522,2635.5953951045044,5271.190790209009
j-reversible-sp-unigram-16k,J,16000,technical_ja,1,27,43,1.125,1.7916666666666667,1.0,0,0,0.0,1.125,2,24,24,24,24.0,24.0,576.0,1152.0,2304.0,4608.0
j-reversible-sp-unigram-16k,J,16000,unicode_edge,14,70,137,0.7216494845360825,1.4123711340206186,1.0,0,45,0.4639175257731959,2.9842436974789917,6,6.5,11.400000000000002,16.349999999999994,6.928571428571429,6.928571428571429,369.4845360824742,738.9690721649484,1477.9381443298969,2955.8762886597938
j-reversible-sp-unigram-16k,J,16000,web_novel,26,148548,395051,1.829746874422615,4.866059001046992,1.0,0,134,0.0016505512101989285,2.1449839723141837,16,2643.0,6942.0,9273.25,3122.5,3122.5,936.8303997043789,1873.6607994087578,3747.3215988175157,7494.643197635031
j-reversible-sp-unigram-16k,J,16000,whitespace,2,34,46,1.3076923076923077,1.7692307692307692,1.0,0,1,0.038461538461538464,2.0620915032679736,8,13.0,16.2,16.92,13.0,13.0,669.5384615384615,1339.076923076923,2678.153846153846,5356.307692307692
j-reversible-sp-unigram-24k,J,24000,aa,97,468268,1303346,2.3850824114255444,6.638479718028646,1.0,0,377,0.0019202167756657092,2.599144745773646,16,1611,2851.6000000000004,11601.759999999986,2024.041237113402,2024.041237113402,1221.1621946498788,2442.3243892997575,4884.648778599515,9769.29755719903
j-reversible-sp-unigram-24k,J,24000,aozora_kyu_kyu,15,98589,283524,1.9550835861740734,5.622464156106847,1.0,0,564,0.011184484502349932,2.210676869705221,16,1479,7947.8,12553.079999999998,3361.8,3361.8,1001.0027961211256,2002.0055922422512,4004.0111844845023,8008.022368969005
j-reversible-sp-unigram-24k,J,24000,aozora_shin_kyu,51,363135,1049668,1.9911882919981796,5.755673873587358,1.0,0,1893,0.010379939793059203,2.261163863388579,16,2147,6353,29799.0,3575.901960784314,3575.901960784314,1019.488405503068,2038.976811006136,4077.953622012272,8155.907244024544
j-reversible-sp-unigram-24k,J,24000,aozora_shin_shin,37,500000,1454404,2.112351765714841,6.144425714925455,1.0,0,1481,0.0062567859300473585,2.309868256851911,16,2480,10508.999999999998,48747.12000000001,6397.378378378378,6397.378378378378,1081.5241040459987,2163.0482080919974,4326.096416183995,8652.19283236799
j-reversible-sp-unigram-24k,J,24000,code,1,36,36,1.2857142857142858,1.2857142857142858,1.0,0,0,0.0,1.3214285714285714,3,28,28,28,28.0,28.0,658.2857142857143,1316.5714285714287,2633.1428571428573,5266.285714285715
j-reversible-sp-unigram-24k,J,24000,english,1,44,44,1.375,1.375,1.0,0,0,0.0,1.375,4,32,32,32,32.0,32.0,704.0,1408.0,2816.0,5632.0
j-reversible-sp-unigram-24k,J,24000,gyaru,13,211,547,0.9295154185022027,2.409691629955947,1.0,0,97,0.42731277533039647,2.794765917842841,6,13,27.8,35.03999999999999,17.46153846153846,17.46153846153846,475.91189427312776,951.8237885462555,1903.647577092511,3807.295154185022
j-reversible-sp-unigram-24k,J,24000,historical_kana,1,11,33,1.5714285714285714,4.714285714285714,1.0,0,0,0.0,1.5714285714285714,4,7,7,7,7.0,7.0,804.5714285714286,1609.142857142857,3218.285714285714,6436.571428571428
j-reversible-sp-unigram-24k,J,24000,kakikudashi,690,7344,22032,1.1409041478949822,3.4227124436849463,1.0,0,783,0.12164051576821501,1.7373845531982564,6,9.0,13.0,16.0,9.328985507246378,9.328985507246378,584.1429237222309,1168.2858474444618,2336.5716948889235,4673.143389777847
j-reversible-sp-unigram-24k,J,24000,kanbun,690,4292,12876,0.91260897299596,2.73782691898788,1.0,0,801,0.17031681905166915,1.684427758232106,6,7.0,9.0,11.0,6.815942028985507,6.815942028985507,467.2557941739315,934.511588347863,1869.023176695726,3738.046353391452
j-reversible-sp-unigram-24k,J,24000,modern_ja,1,11,33,2.75,8.25,1.0,0,0,0.0,2.75,4,4,4,4,4.0,4.0,1408.0,2816.0,5632.0,11264.0
j-reversible-sp-unigram-24k,J,24000,old_orthography,1,13,39,1.8571428571428572,5.571428571428571,1.0,0,0,0.0,1.8571428571428572,4,7,7,7,7.0,7.0,950.8571428571429,1901.7142857142858,3803.4285714285716,7606.857142857143
j-reversible-sp-unigram-24k,J,24000,ruby_rendered,2,25,75,1.4705882352941178,4.411764705882353,1.0,0,0,0.0,1.4791666666666665,3,8.5,8.9,8.99,8.5,8.5,752.9411764705883,1505.8823529411766,3011.764705882353,6023.529411764706
j-reversible-sp-unigram-24k,J,24000,technical,2,34542,54848,1.4964259411688254,2.376120954815232,1.0,0,251,0.010873803231815622,1.682864148240606,16,11541.5,14196.3,14793.630000000001,11541.5,11541.5,766.1700818784386,1532.3401637568772,3064.6803275137545,6129.360655027509
j-reversible-sp-unigram-24k,J,24000,technical_ja,1,27,43,1.2272727272727273,1.9545454545454546,1.0,0,0,0.0,1.2272727272727273,3,22,22,22,22.0,22.0,628.3636363636364,1256.7272727272727,2513.4545454545455,5026.909090909091
j-reversible-sp-unigram-24k,J,24000,unicode_edge,14,70,137,0.7291666666666666,1.4270833333333333,1.0,0,45,0.46875,2.9961484593837535,6,6.0,11.400000000000002,16.349999999999994,6.857142857142857,6.857142857142857,373.3333333333333,746.6666666666666,1493.3333333333333,2986.6666666666665
j-reversible-sp-unigram-24k,J,24000,web_novel,26,148548,395051,2.0300930671149193,5.398862968581307,1.0,0,134,0.0018312765637598567,2.4069875188598586,16,2333.0,6410.0,8405.25,2814.346153846154,2814.346153846154,1039.4076503628387,2078.8153007256774,4157.630601451355,8315.26120290271
j-reversible-sp-unigram-24k,J,24000,whitespace,2,34,46,1.7,2.3,1.0,0,1,0.05,2.5,8,10.0,11.6,11.96,10.0,10.0,870.4,1740.8,3481.6,6963.2
j-reversible-sp-unigram-32k,J,32000,aa,97,468268,1303346,2.4644776245085707,6.859463072413122,1.0,0,377,0.001984137426515865,2.688227535577234,16,1569,2783.0000000000005,11235.799999999983,1958.8350515463917,1958.8350515463917,1261.8125437483882,2523.6250874967764,5047.250174993553,10094.500349987105
j-reversible-sp-unigram-32k,J,32000,aozora_kyu_kyu,15,98589,283524,2.0526545908806995,5.903060587133042,1.0,0,564,0.011742660836976889,2.307745504664437,16,1424,7552.6,11909.779999999997,3202.0,3202.0,1050.9591505309181,2101.9183010618362,4203.8366021236725,8407.673204247345
j-reversible-sp-unigram-32k,J,32000,aozora_shin_kyu,51,363135,1049668,2.084120087925206,6.024299955807828,1.0,0,1893,0.010864387421874552,2.364840160398721,16,2071,6156,28489.0,3416.450980392157,3416.450980392157,1067.0694850177056,2134.138970035411,4268.277940070822,8536.555880141645
j-reversible-sp-unigram-32k,J,32000,aozora_shin_shin,37,500000,1454404,2.211821744861938,6.433764786028364,1.0,0,1481,0.006551416008281061,2.423548197217196,16,2382,10024.799999999997,46526.96000000001,6109.675675675676,6109.675675675676,1132.4527333693122,2264.9054667386245,4529.810933477249,9059.621866954498
j-reversible-sp-unigram-32k,J,32000,code,1,36,36,1.2413793103448276,1.2413793103448276,1.0,0,0,0.0,1.2758620689655173,4,29,29,29,29.0,29.0,635.5862068965517,1271.1724137931035,2542.344827586207,5084.689655172414
j-reversible-sp-unigram-32k,J,32000,english,1,44,44,1.4193548387096775,1.4193548387096775,1.0,0,0,0.0,1.4193548387096775,4,31,31,31,31.0,31.0,726.7096774193549,1453.4193548387098,2906.8387096774195,5813.677419354839
j-reversible-sp-unigram-32k,J,32000,gyaru,13,211,547,0.9295154185022027,2.409691629955947,1.0,0,97,0.42731277533039647,2.7954087223317994,6,13,28.0,35.03999999999999,17.46153846153846,17.46153846153846,475.91189427312776,951.8237885462555,1903.647577092511,3807.295154185022
j-reversible-sp-unigram-32k,J,32000,historical_kana,1,11,33,1.5714285714285714,4.714285714285714,1.0,0,0,0.0,1.5714285714285714,4,7,7,7,7.0,7.0,804.5714285714286,1609.142857142857,3218.285714285714,6436.571428571428
j-reversible-sp-unigram-32k,J,32000,kakikudashi,690,7344,22032,1.1640513552068474,3.492154065620542,1.0,0,783,0.12410841654778887,1.7718959082115293,6,9.0,12.0,16.110000000000014,9.143478260869566,9.143478260869566,595.9942938659059,1191.9885877318118,2383.9771754636236,4767.954350927247
j-reversible-sp-unigram-32k,J,32000,kanbun,690,4292,12876,0.9180748663101604,2.7542245989304814,1.0,0,801,0.17133689839572191,1.6938913381304685,6,7.0,9.0,11.0,6.77536231884058,6.77536231884058,470.05433155080215,940.1086631016043,1880.2173262032086,3760.434652406417
j-reversible-sp-unigram-32k,J,32000,modern_ja,1,11,33,2.75,8.25,1.0,0,0,0.0,2.75,4,4,4,4,4.0,4.0,1408.0,2816.0,5632.0,11264.0
j-reversible-sp-unigram-32k,J,32000,old_orthography,1,13,39,1.8571428571428572,5.571428571428571,1.0,0,0,0.0,1.8571428571428572,4,7,7,7,7.0,7.0,950.8571428571429,1901.7142857142858,3803.4285714285716,7606.857142857143
j-reversible-sp-unigram-32k,J,32000,ruby_rendered,2,25,75,1.4705882352941178,4.411764705882353,1.0,0,0,0.0,1.4791666666666665,3,8.5,8.9,8.99,8.5,8.5,752.9411764705883,1505.8823529411766,3011.764705882353,6023.529411764706
j-reversible-sp-unigram-32k,J,32000,technical,2,34542,54848,1.4668138774470254,2.329101023398021,1.0,0,251,0.010658626693277846,1.6387335742966123,16,11774.5,14287.7,14853.17,11774.5,11774.5,751.008705252877,1502.017410505754,3004.034821011508,6008.069642023016
j-reversible-sp-unigram-32k,J,32000,technical_ja,1,27,43,1.2272727272727273,1.9545454545454546,1.0,0,0,0.0,1.2272727272727273,3,22,22,22,22.0,22.0,628.3636363636364,1256.7272727272727,2513.4545454545455,5026.909090909091
j-reversible-sp-unigram-32k,J,32000,unicode_edge,14,70,137,0.7216494845360825,1.4123711340206186,1.0,0,45,0.4639175257731959,2.9568627450980394,6,6.0,11.400000000000002,16.349999999999994,6.928571428571429,6.928571428571429,369.4845360824742,738.9690721649484,1477.9381443298969,2955.8762886597938
j-reversible-sp-unigram-32k,J,32000,web_novel,26,148548,395051,2.1158875309802583,5.627026180098567,1.0,0,134,0.001908668774748597,2.4942774682778315,16,2251.5,6090.5,8072.75,2700.230769230769,2700.230769230769,1083.3344158618922,2166.6688317237845,4333.337663447569,8666.675326895138
j-reversible-sp-unigram-32k,J,32000,whitespace,2,34,46,1.619047619047619,2.1904761904761907,1.0,0,1,0.047619047619047616,2.4326923076923075,8,10.5,12.5,12.95,10.5,10.5,828.952380952381,1657.904761904762,3315.809523809524,6631.619047619048
j-reversible-sp-unigram-48k,J,48000,aa,97,468268,1303346,2.6627468597001007,7.411312471923529,1.0,0,377,0.0021437629009604287,2.8932734092087062,16,1463,2576.4,10283.159999999985,1812.979381443299,1812.979381443299,1363.3263921664516,2726.652784332903,5453.305568665806,10906.611137331613
j-reversible-sp-unigram-48k,J,48000,aozora_kyu_kyu,15,98589,283524,2.192718295449491,6.305858280325609,1.0,0,564,0.012543925981940304,2.461567749136615,16,1348,6998.0,11280.499999999996,2997.4666666666667,2997.4666666666667,1122.6717672701393,2245.3435345402786,4490.687069080557,8981.374138161114
j-reversible-sp-unigram-48k,J,48000,aozora_shin_kyu,51,363135,1049668,2.230093223773905,6.446245870027144,1.0,0,1893,0.011625336231990862,2.5226956705287895,16,1942,5800,26508.5,3192.823529411765,3192.823529411765,1141.8077305722393,2283.6154611444786,4567.230922288957,9134.461844577914
j-reversible-sp-unigram-48k,J,48000,aozora_shin_shin,37,500000,1454404,2.373605506764776,6.904362686921433,1.0,0,1481,0.0070306195110372656,2.6036331186624375,16,2228,9282.199999999997,43305.72000000001,5693.243243243243,5693.243243243243,1215.2860194635653,2430.5720389271305,4861.144077854261,9722.288155708522
j-reversible-sp-unigram-48k,J,48000,code,1,36,36,1.3333333333333333,1.3333333333333333,1.0,0,0,0.0,1.3703703703703705,4,27,27,27,27.0,27.0,682.6666666666666,1365.3333333333333,2730.6666666666665,5461.333333333333
j-reversible-sp-unigram-48k,J,48000,english,1,44,44,1.4666666666666666,1.4666666666666666,1.0,0,0,0.0,1.4666666666666666,4,30,30,30,30.0,30.0,750.9333333333333,1501.8666666666666,3003.733333333333,6007.466666666666
j-reversible-sp-unigram-48k,J,48000,gyaru,13,211,547,0.9461883408071748,2.4529147982062782,1.0,0,97,0.4349775784753363,2.8434144203374974,6,13,27.0,34.91999999999999,17.153846153846153,17.153846153846153,484.4484304932735,968.896860986547,1937.793721973094,3875.587443946188
j-reversible-sp-unigram-48k,J,48000,historical_kana,1,11,33,1.8333333333333333,5.5,1.0,0,0,0.0,1.8333333333333333,4,6,6,6,6.0,6.0,938.6666666666666,1877.3333333333333,3754.6666666666665,7509.333333333333
j-reversible-sp-unigram-48k,J,48000,kakikudashi,690,7344,22032,1.204329288291243,3.612987864873729,1.0,0,783,0.1284027550016399,1.8319920255631656,6,9.0,12.0,15.0,8.83768115942029,8.83768115942029,616.6165956051165,1233.233191210233,2466.466382420466,4932.932764840932
j-reversible-sp-unigram-48k,J,48000,kanbun,690,4292,12876,0.9263975825598963,2.7791927476796894,1.0,0,801,0.17289013598100583,1.7075081560951126,6,7.0,9.0,11.0,6.714492753623189,6.714492753623189,474.31556227066693,948.6311245413339,1897.2622490826677,3794.5244981653354
j-reversible-sp-unigram-48k,J,48000,modern_ja,1,11,33,2.75,8.25,1.0,0,0,0.0,2.75,4,4,4,4,4.0,4.0,1408.0,2816.0,5632.0,11264.0
j-reversible-sp-unigram-48k,J,48000,old_orthography,1,13,39,1.8571428571428572,5.571428571428571,1.0,0,0,0.0,1.8571428571428572,4,7,7,7,7.0,7.0,950.8571428571429,1901.7142857142858,3803.4285714285716,7606.857142857143
j-reversible-sp-unigram-48k,J,48000,ruby_rendered,2,25,75,1.4705882352941178,4.411764705882353,1.0,0,0,0.0,1.4791666666666665,3,8.5,8.9,8.99,8.5,8.5,752.9411764705883,1505.8823529411766,3011.764705882353,6023.529411764706
j-reversible-sp-unigram-48k,J,48000,technical,2,34542,54848,1.6473674170164059,2.6157954979015643,1.0,0,251,0.011970621900038154,1.8458973300723756,16,10484.0,12803.2,13325.02,10484.0,10484.0,843.4521175123998,1686.9042350247996,3373.8084700495992,6747.6169400991985
j-reversible-sp-unigram-48k,J,48000,technical_ja,1,27,43,1.2272727272727273,1.9545454545454546,1.0,0,0,0.0,1.2272727272727273,3,22,22,22,22.0,22.0,628.3636363636364,1256.7272727272727,2513.4545454545455,5026.909090909091
j-reversible-sp-unigram-48k,J,48000,unicode_edge,14,70,137,0.7446808510638298,1.4574468085106382,1.0,0,45,0.4787234042553192,3.0294817927170867,6,6.0,11.400000000000002,16.349999999999994,6.714285714285714,6.714285714285714,381.27659574468083,762.5531914893617,1525.1063829787233,3050.2127659574467
j-reversible-sp-unigram-48k,J,48000,web_novel,26,148548,395051,2.274680346068448,6.049322410228926,1.0,0,134,0.0020519102672077174,2.688626457574763,16,2093.0,5669.5,7506.0,2511.730769230769,2511.730769230769,1164.6363371870455,2329.272674374091,4658.545348748182,9317.090697496364
j-reversible-sp-unigram-48k,J,48000,whitespace,2,34,46,1.7894736842105263,2.4210526315789473,1.0,0,1,0.05263157894736842,2.5795454545454546,8,9.5,10.7,10.969999999999999,9.5,9.5,916.2105263157895,1832.421052631579,3664.842105263158,7329.684210526316
j-reversible-sp-unigram-64k,J,64000,aa,97,468268,1303346,2.7760565801720407,7.7266912100355105,1.0,0,377,0.0022349879358078265,3.0153681002981068,16,1403,2468.0000000000005,9815.559999999987,1738.979381443299,1738.979381443299,1421.3409690480848,2842.6819380961697,5685.363876192339,11370.727752384679
j-reversible-sp-unigram-64k,J,64000,aozora_kyu_kyu,15,98589,283524,2.2832626971444454,6.566247481414576,1.0,0,564,0.013061905092753422,2.5571825618811994,16,1289,6682.2,10850.579999999998,2878.6,2878.6,1169.030500937956,2338.061001875912,4676.122003751824,9352.244007503648
j-reversible-sp-unigram-64k,J,64000,aozora_shin_kyu,51,363135,1049668,2.322978704349328,6.714738074371653,1.0,0,1893,0.012109542421780544,2.6129413938058166,16,1859,5524,25395.5,3065.156862745098,3065.156862745098,1189.365096626856,2378.730193253712,4757.460386507424,9514.920773014848
j-reversible-sp-unigram-64k,J,64000,aozora_shin_shin,37,500000,1454404,2.483817926210737,7.224949454305202,1.0,0,1481,0.007357068697436203,2.730006905562498,16,2115,8888.399999999998,41259.16,5440.621621621622,5440.621621621622,1271.7147782198974,2543.429556439795,5086.85911287959,10173.71822575918
j-reversible-sp-unigram-64k,J,64000,code,1,36,36,1.3846153846153846,1.3846153846153846,1.0,0,0,0.0,1.4230769230769231,4,26,26,26,26.0,26.0,708.9230769230769,1417.8461538461538,2835.6923076923076,5671.384615384615
j-reversible-sp-unigram-64k,J,64000,english,1,44,44,1.5714285714285714,1.5714285714285714,1.0,0,0,0.0,1.5714285714285714,4,28,28,28,28.0,28.0,804.5714285714286,1609.142857142857,3218.285714285714,6436.571428571428
j-reversible-sp-unigram-64k,J,64000,gyaru,13,211,547,0.9813953488372092,2.5441860465116277,1.0,0,97,0.4511627906976744,2.940935915935916,6,12,27.0,34.91999999999999,16.53846153846154,16.53846153846154,502.47441860465113,1004.9488372093023,2009.8976744186045,4019.795348837209
j-reversible-sp-unigram-64k,J,64000,historical_kana,1,11,33,1.8333333333333333,5.5,1.0,0,0,0.0,1.8333333333333333,4,6,6,6,6.0,6.0,938.6666666666666,1877.3333333333333,3754.6666666666665,7509.333333333333
j-reversible-sp-unigram-64k,J,64000,kakikudashi,690,7344,22032,1.2361555293721596,3.7084665881164787,1.0,0,783,0.13179599394041408,1.877712699112955,6,8.0,12.0,15.0,8.610144927536233,8.610144927536233,632.9116310385457,1265.8232620770914,2531.6465241541828,5063.2930483083655
j-reversible-sp-unigram-64k,J,64000,kanbun,690,4292,12876,0.9304140472577498,2.7912421417732496,1.0,0,801,0.17363971385215696,1.714435504109417,6,7.0,9.0,11.0,6.685507246376812,6.685507246376812,476.3719921959679,952.7439843919358,1905.4879687838716,3810.975937567743
j-reversible-sp-unigram-64k,J,64000,modern_ja,1,11,33,2.75,8.25,1.0,0,0,0.0,2.75,4,4,4,4,4.0,4.0,1408.0,2816.0,5632.0,11264.0
j-reversible-sp-unigram-64k,J,64000,old_orthography,1,13,39,1.8571428571428572,5.571428571428571,1.0,0,0,0.0,1.8571428571428572,4,7,7,7,7.0,7.0,950.8571428571429,1901.7142857142858,3803.4285714285716,7606.857142857143
j-reversible-sp-unigram-64k,J,64000,ruby_rendered,2,25,75,1.6666666666666667,5.0,1.0,0,0,0.0,1.6696428571428572,3,7.5,7.9,7.99,7.5,7.5,853.3333333333334,1706.6666666666667,3413.3333333333335,6826.666666666667
j-reversible-sp-unigram-64k,J,64000,technical,2,34542,54848,1.734732824427481,2.754519887505022,1.0,0,251,0.01260546404178385,1.9414816251396678,16,9956.0,12128.0,12616.7,9956.0,9956.0,888.1832061068702,1776.3664122137404,3552.732824427481,7105.465648854962
